user_id,user_age,ts_listen,media_id,album_id,context_type,release_date,platform_name,platform_family,media_duration,listen_type,user_gender,genre_id,artist_id,is_listened
258,29,147801867.6,106095086,11061270,0,20150828,0,0,237,0,0,0,4429712,0
258,29,147801868,112662270,11674704,0,20151113,0,0,200,0,0,0,288166,1
258,29,147801875.7,120128350,12525720,0,20160229,0,0,198,0,0,0,7633570,1
258,29,147801895.6,125599912,13211064,0,20160624,0,0,246,0,0,0,523462,0
258,29,147801897.2,104123020,10831132,0,20140806,0,0,226,0,0,0,550346,0
258,29,147801897.5,125972317,13257415,0,20160603,0,0,196,0,0,0,5306539,1
258,29,147801917.2,103119224,10719194,0,20150617,0,0,288,0,0,0,4101336,1
258,29,147802000.4,113989162,11805542,0,20151127,0,0,184,0,0,0,5876247,1
258,29,147802007.6,118986142,12382986,0,20160211,0,0,224,0,0,0,3469,1
258,29,147802030.1,72174036,7092203,0,20130621,0,0,194,0,0,137515,95397,1
258,29,147802035.7,83753452,8427724,0,20140819,0,0,190,0,0,7,5547189,0
258,29,147802036,126378895,13310247,0,20160610,0,0,192,0,0,0,1200692,1
258,29,147802048.4,121018004,12638852,0,20160320,0,0,191,0,0,0,4486020,1
258,29,147802068.2,122539350,12823600,0,20160408,0,0,202,0,0,0,7196368,1
258,29,147802083.3,129297218,13678754,0,20160727,0,0,195,0,0,0,2625,1
258,29,147802105.2,79875054,7964062,0,20140620,0,0,258,0,0,7,384236,1
258,29,147802115,120211438,12536552,0,20160218,0,0,251,0,0,0,9952892,0
258,29,147802117.9,109843102,11443400,0,20151030,0,0,202,0,0,0,8706544,1
258,29,147802138.2,72717423,7152548,0,20131202,0,0,244,0,0,1130,4429712,1
258,29,147802157.8,117678828,12219078,0,20151012,0,0,190,0,0,0,468920,1
258,29,147802292.9,127539467,13457671,0,20160708,0,0,252,0,0,0,1270444,1
258,29,147802318.2,3080153,298433,0,20070312,0,0,237,0,0,25481,82985,1
258,29,147802321.9,132950116,14141638,0,20161028,0,0,162,0,0,0,13501,1
258,29,147802330,132434634,14079078,0,20160920,0,0,194,0,0,0,1191615,1
258,29,147802339.9,99324268,10167698,0,20150511,0,0,244,0,0,0,6012232,1
258,29,147802390.8,99324266,10167698,0,20150511,0,0,235,0,0,0,6012232,0
258,29,147803050.8,99324282,10167698,0,20150511,0,0,244,0,0,0,6012232,1
258,29,147803080.1,100651326,10344866,0,20150519,0,0,172,0,0,0,1191615,1
258,29,147803097.3,95734056,9741356,0,20150309,0,0,251,0,0,25481,6219906,1
258,29,147803122.4,95734036,9741356,0,20150309,0,0,198,0,0,25481,6219906,1
258,29,147803142.2,95734028,9741356,0,20150309,0,0,195,0,0,25481,6219906,1
258,29,147804173.4,2501296,245868,0,20031231,0,0,243,0,0,7,5099,1
258,29,147804194.5,2201204,220118,0,20080929,0,0,249,0,0,734,2527,1
258,29,147806186,125513414,13200738,0,20160527,0,0,214,0,0,0,4974921,1
258,29,147806204.7,99324268,10167698,0,20150511,0,0,244,0,0,0,6012232,1
258,29,147806207.8,60978718,5969396,0,20120927,0,0,225,0,0,7,564,1
258,29,147806227.2,106095084,11061270,0,20150828,0,0,217,0,0,0,4429712,0
258,29,147806227.8,128878480,13624550,0,20160721,0,0,167,0,0,0,5264551,1
258,29,147806244.5,79875054,7964062,0,20140620,0,0,258,0,0,7,384236,0
258,29,147806247.5,3587258,338900,0,20061023,0,0,182,0,0,50,11963,0
258,29,147806247.7,125970403,13257143,0,20160603,0,0,189,0,0,0,4999707,1
258,29,147806254.9,112662270,11674704,0,20151113,0,0,200,0,0,0,288166,0
258,29,147806255.1,103996098,10817804,0,20150717,0,0,212,0,0,0,12178,0
258,29,147806255.3,118986142,12382986,0,20160211,0,0,224,0,0,0,3469,1
258,29,147808553.9,127539471,13457671,1,20160708,0,0,160,1,0,0,1270444,1
258,29,147808571.7,1015862,111895,1,19930716,0,0,213,1,0,7,1222,1
258,29,147808580.7,126024209,13263913,1,20160603,0,0,173,1,0,0,5288900,1
258,29,147808598.1,2450613,241151,1,19980617,0,0,320,1,0,50,1117,1
258,29,147808619.3,131071702,13918924,1,20131104,0,0,221,1,0,0,2845031,1
258,29,147808641.4,109735920,11432476,1,20151016,0,0,194,1,0,0,388973,0
258,29,147808643.5,125600956,13211126,1,20160527,0,0,219,1,0,0,162665,1
258,29,147808665.5,66423512,6497192,1,20120625,0,0,266,1,0,3645,538192,1
258,29,147808692.3,79036873,7857685,1,20131231,0,0,242,1,0,734,4438587,1
258,29,147808704.4,106506512,11107272,1,20150828,0,0,242,1,0,0,4050205,0
258,29,147808705.7,100222288,10262846,1,20150518,0,0,301,1,0,0,538192,1
258,29,147808735.9,91519050,9284200,1,20141208,0,0,247,1,0,27,482758,1
258,29,147808762.3,71131660,6982968,1,20131011,0,0,226,1,0,100075,587,1
258,29,147808784.9,70697364,6941024,1,20130920,0,0,227,1,0,297,246791,1
258,29,147808808.1,14477898,1329947,1,20111121,0,0,234,1,0,1130,74095,1
258,29,147808830.8,124218504,13032820,1,20160506,0,0,238,1,0,0,73018,1
258,29,147808835.1,3135183,302098,1,19991231,0,0,226,1,0,734,234,0
258,29,147808835.4,123369084,12923544,1,20160429,0,0,181,1,0,0,58585,0
258,29,147808836.4,983248,109347,1,20021021,0,0,151,1,0,10,633,0
258,29,147808836.8,95140756,9679546,1,20150217,0,0,232,1,0,734,74804,0
258,29,147808838.5,3747667,351800,1,20090710,0,0,285,1,0,734,48,1
258,29,147808867.1,119305450,12425198,1,20160304,0,0,189,1,0,0,1191615,1
258,29,147808886.1,61142290,5988249,1,20121026,0,0,234,1,0,27,12178,1
258,29,147808909.6,62751648,6159449,1,20121211,0,0,372,1,0,297,393,1
258,29,147808946.9,69686452,6830452,1,20130823,0,0,260,1,0,297,12294,1
258,29,147808990.1,70266756,6893935,1,20130916,0,0,247,1,0,27,293585,1
258,29,147809091.5,133661814,14238976,3,19580924,0,0,225,0,0,0,429675,1
258,29,147809114.5,62724015,6157080,3,20121205,0,0,233,0,0,7,429675,1
258,29,147809242.2,129297218,13678754,0,20160727,0,0,195,0,0,0,2625,1
258,29,147809262.1,83753452,8427724,0,20140819,0,0,190,0,0,7,5547189,1
258,29,147809276.8,112662270,11674704,0,20151113,0,0,200,0,0,0,288166,1
258,29,147809289.2,106095086,11061270,0,20150828,0,0,237,0,0,0,4429712,0
258,29,147809290,706840,84657,0,20011005,0,0,268,0,0,7,6048,1
258,29,147809316.9,106095110,11061270,0,20150828,0,0,213,0,0,0,4429712,1
258,29,147809320.3,112662368,11674708,0,20151113,0,0,233,0,0,0,288166,0
258,29,147809320.7,117621784,12212230,0,20160129,0,0,211,0,0,0,1371201,1
258,29,147809341.8,60978718,5969396,0,20120927,0,0,225,0,0,7,564,1
258,29,147809364.3,125513414,13200738,0,20160527,0,0,214,0,0,0,4974921,1
258,29,147809385.8,96818170,9854614,0,20150323,0,0,223,0,0,0,4768753,1
258,29,147809408.1,125970477,13257177,0,20160603,0,0,219,0,0,0,1154611,1
258,29,147809707.8,103870122,10804126,0,20150717,0,0,170,0,0,0,4860761,1
258,29,147809724.8,14499489,1332715,0,20111104,0,0,267,0,0,421,1653,0
258,29,147809725.6,74401219,7347849,0,20140116,0,0,192,0,0,9099,5301430,1
258,29,147809744.9,7653922,706468,0,20101119,0,0,279,0,0,556,382937,1
258,29,147809752,125972317,13257415,0,20160603,0,0,196,0,0,0,5306539,0
258,29,147814290.5,106506516,11107272,0,20150828,0,0,213,0,0,0,4050205,1
258,29,147814312.2,113989162,11805542,0,20151127,0,0,184,0,0,0,5876247,1
258,29,147814330.6,106095110,11061270,0,20150828,0,0,213,0,0,0,4429712,1
258,29,147814351.9,125890431,13246617,0,20160704,0,0,179,0,0,0,1191615,1
258,29,147817322.3,123103236,12889906,0,20160419,0,0,200,0,0,0,2792,1
258,29,147817867.4,120128350,12525720,0,20160229,0,0,198,0,0,0,7633570,1
258,29,147817887.3,17199803,1610671,0,20101011,0,0,183,0,0,7,555208,1
258,29,147817892.4,130495956,13842814,0,20160819,0,0,240,0,0,0,311820,1
258,29,147817916.5,3072022,297643,0,20090514,0,0,236,0,0,50,77338,0
258,29,147817918.4,5950239,541563,0,20100331,0,0,186,0,0,2038,100675,0
258,29,147817918.7,102413044,10637614,0,20150629,0,0,211,0,0,0,102,0
258,29,147817918.8,118190298,12279688,0,20160129,0,0,219,0,0,0,564,0
258,29,147817919,6119449,558633,0,20090509,0,0,261,0,0,25571,57582,0
258,29,147817919.1,60978718,5969396,0,20120927,0,0,225,0,0,7,564,0
258,29,147817919.4,113775336,11783884,0,20151204,0,0,212,0,0,0,4999707,1
258,29,147817928,3587258,338900,0,20061023,0,0,182,0,0,50,11963,1
258,29,147817940.3,114313210,11839652,0,20151204,0,0,196,0,0,0,1191615,0
258,29,147817940.6,109843102,11443400,0,20151030,0,0,202,0,0,0,8706544,1
258,29,147817960.9,101346068,10520770,0,20150601,0,0,229,0,0,0,4087782,1
258,29,147817983.8,114396428,11848922,0,20151204,0,0,212,0,0,0,5306539,1
258,29,147818128.3,106733772,11128892,0,20150904,0,0,205,0,0,0,390,1
258,29,147818148.9,7653922,706468,0,20101119,0,0,279,0,0,556,382937,1
258,29,147818168,125599912,13211064,0,20160624,0,0,246,0,0,0,523462,1
258,29,147818192.7,122927588,12870014,0,20160415,0,0,137,0,0,0,881751,1
258,29,147818206.4,106095086,11061270,0,20150828,0,0,237,0,0,0,4429712,1
258,29,147818221.2,128878480,13624550,0,20160721,0,0,167,0,0,0,5264551,1
258,29,147819131.8,132434634,14079078,0,20160920,0,2,194,0,0,0,1191615,1
258,29,147819151.5,132950116,14141638,0,20161028,0,2,162,0,0,0,13501,1
258,29,147819167.8,123607620,12953662,0,20160425,0,2,198,0,0,0,7949792,1
258,29,147819184.8,106095110,11061270,0,20150828,0,0,213,0,0,0,4429712,1
258,29,147819187.7,123807484,12979426,0,20160502,0,2,183,0,0,0,11971,1
258,29,147819206,120026876,12511986,0,20160226,0,2,248,0,0,0,9551192,1
258,29,147819206.6,95978792,9761230,0,20150403,0,0,186,0,0,27,5068032,1
258,29,147819225.2,118190298,12279688,0,20160129,0,0,219,0,0,0,564,1
258,29,147819247.1,109843102,11443400,0,20151030,0,0,202,0,0,0,8706544,1
258,29,147819267.4,120211438,12536552,0,20160218,0,0,251,0,0,0,9952892,1
258,29,147819292.6,122927588,12870014,0,20160415,0,0,137,0,0,0,881751,1
258,29,147819306.3,106095086,11061270,0,20150828,0,0,237,0,0,0,4429712,0
258,29,147819306.7,3587258,338900,0,20061023,0,0,182,0,0,50,11963,0
258,29,147819306.9,122539350,12823600,0,20160408,0,0,202,0,0,0,7196368,1
258,29,147819316.4,113989162,11805542,0,20151127,0,0,184,0,0,0,5876247,1
258,29,147819334.8,121018004,12638852,0,20160320,0,0,191,0,0,0,4486020,1
258,29,147819354,129297218,13678754,0,20160727,0,0,195,0,0,0,2625,1
258,29,147819365.5,123341278,12920310,0,20160422,0,0,273,0,0,0,1596266,1
258,29,147819392.8,125599912,13211064,0,20160624,0,0,246,0,0,0,523462,1
258,29,147819417.5,125890431,13246617,0,20160704,0,0,179,0,0,0,1191615,1
258,29,147819435.5,79875054,7964062,0,20140620,0,0,258,0,0,7,384236,1
258,29,147819461.4,2421721,238731,0,20040101,0,0,227,0,0,14,82971,1
258,29,147819484.1,60978718,5969396,0,20120927,0,0,225,0,0,7,564,1
258,29,147819501.7,3072022,297643,0,20090514,0,0,236,0,0,50,77338,0
258,29,147819502,121931016,12753778,0,20160401,0,0,224,0,0,0,7196368,1
258,29,147819516.7,126378895,13310247,0,20160610,0,0,192,0,0,0,1200692,0
258,29,147819516.9,125513414,13200738,0,20160527,0,0,214,0,0,0,4974921,1
258,29,147819524.7,106095102,11061270,0,20150828,0,0,206,0,0,0,4429712,1
258,29,147819545.4,125970403,13257143,0,20160603,0,0,189,0,0,0,4999707,1
258,29,147819559.4,102413044,10637614,0,20150629,0,0,211,0,0,0,102,1
258,29,147819566.1,72174036,7092203,0,20130621,0,0,194,0,0,137515,95397,0
258,29,147819566.3,83753452,8427724,0,20140819,0,0,190,0,0,7,5547189,0
258,29,147819567.3,125972317,13257415,0,20160603,0,0,196,0,0,0,5306539,1
258,29,147825505.6,129948422,13768506,0,20160812,0,2,392,0,0,0,9379414,0
258,29,147825506,132950116,14141638,0,20161028,0,2,162,0,0,0,13501,1
258,29,147825522.3,119374294,12434394,0,20160318,0,2,167,0,0,0,9884966,1
258,29,147825539.1,131071150,13918862,0,20141027,0,2,187,0,0,0,6299756,0
258,29,147825540.6,117621784,12212230,0,20160129,0,2,211,0,0,0,1371201,1
258,29,147825546.5,132434634,14079078,0,20160920,0,2,194,0,0,0,1191615,1
258,29,147825565.9,127539467,13457671,0,20160708,0,2,252,0,0,0,1270444,1
258,29,147825591.2,119972038,12507178,0,20160302,0,2,214,0,0,0,9930130,1
258,29,147825612.6,100222298,10262846,0,20150518,0,2,172,0,0,0,538192,1
258,29,147825629.8,120359034,12554508,0,20160304,0,2,198,0,0,0,1670355,1
258,29,147825649.7,7509646,692491,0,20100329,0,2,253,0,0,25481,13501,1
258,29,147825674.9,128521461,13576141,0,20160715,0,2,389,0,0,0,5025,1
258,29,147825713.8,123902868,12991008,0,20160501,0,2,186,0,0,0,1191615,1
258,29,147825732.5,123807484,12979426,0,20160502,0,2,183,0,0,0,11971,1
258,29,147825739.3,114437790,11853398,0,20151204,0,2,231,0,0,0,750,0
258,29,147825739.6,90472807,9171675,0,20141114,0,2,193,0,0,3645,6299756,0
258,29,147825739.8,69035902,6764806,0,20121112,0,2,218,0,0,3645,1047058,0
258,29,147825740.1,127539475,13457671,0,20160708,0,2,207,0,0,0,1270444,0
258,29,147825740.5,133955100,14275104,0,20161016,0,2,215,0,0,0,91244,0
258,29,147825740.9,127539475,13457671,0,20160708,0,2,207,0,0,0,1270444,0
258,29,147825742.2,133955100,14275104,0,20161016,0,2,215,0,0,0,91244,0
258,29,147825742.4,114313178,11839652,0,20151204,0,2,132,0,0,0,1191615,0
258,29,147825742.6,65367390,6407320,0,20110620,0,2,224,0,0,3645,538192,0
258,29,147825742.8,75867418,7518196,0,20140224,0,2,316,0,0,3645,1191615,0
258,29,147825743.3,115066984,11923366,0,20151211,0,2,203,0,0,0,4087782,0
258,29,147825743.5,75867418,7518196,0,20140224,0,2,316,0,0,3645,1191615,0
258,29,147825749.7,115066984,11923366,0,20151211,0,2,203,0,0,0,4087782,0
258,29,147825750,112164648,11630868,0,20151109,0,2,252,0,0,0,12778,0
258,29,147825750.3,113989162,11805542,0,20151127,0,2,184,0,0,0,5876247,1
258,29,147825768.7,119682452,12470032,0,20160422,0,2,235,0,0,0,57423,1
258,29,147825792.3,10196782,932372,0,20110323,0,2,207,0,0,734,13499,1
258,29,147825804,113989162,11805542,0,20151127,0,0,184,0,0,0,5876247,1
258,29,147825822.7,125513414,13200738,0,20160527,0,0,214,0,0,0,4974921,1
258,29,147825844.1,106506516,11107272,0,20150828,0,0,213,0,0,0,4050205,0
258,29,147825844.8,125970477,13257177,0,20160603,0,0,219,0,0,0,1154611,1
258,29,147825860,3131211,301834,0,20020225,0,0,254,0,0,720,80906,1
258,29,147825881.3,122927588,12870014,0,20160415,0,0,137,0,0,0,881751,1
258,29,147825895,125890431,13246617,0,20160704,0,0,179,0,0,0,1191615,1
258,29,147827032.6,132950130,14141638,2,20161028,0,0,324,0,0,0,13501,1
258,29,147827065.2,132950108,14141638,2,20161028,0,0,173,0,0,0,13501,1
258,29,147827082.6,132950112,14141638,2,20161028,0,0,228,0,0,0,13501,1
258,29,147827105.5,132950110,14141638,2,20161028,0,0,226,0,0,0,13501,1
258,29,147827115.5,3080153,298433,0,20070312,0,0,237,0,0,25481,82985,1
258,29,147827140.9,132434634,14079078,0,20160920,0,0,194,0,0,0,1191615,1
258,29,147827155.8,69035905,6764806,0,20121112,0,0,208,0,0,3645,1047058,1
258,29,147827181.3,133955100,14275104,0,20161016,0,0,215,0,0,0,91244,0
258,29,147827181.8,10196782,932372,0,20110323,0,0,207,0,0,734,13499,1
258,29,147827207.7,114313210,11839652,0,20151204,0,0,196,0,0,0,1191615,1
258,29,147827504.4,72281929,7103110,0,20131202,0,0,265,0,0,1175,538192,1
258,29,147827531.5,127539465,13457671,2,20160708,0,0,154,0,0,0,1270444,0
258,29,147827533.1,127539467,13457671,2,20160708,0,0,252,0,0,0,1270444,1
258,29,147827558.3,127539485,13457671,2,20160708,0,0,273,0,0,0,1270444,1
258,29,147827629.2,127539479,13457671,2,20160708,0,0,197,0,0,0,1270444,1
258,29,147827689.6,127539469,13457671,2,20160708,0,0,238,0,0,0,1270444,1
258,29,147827725.7,127539471,13457671,2,20160708,0,0,160,0,0,0,1270444,1
258,29,147827741.7,127539475,13457671,2,20160708,0,0,207,0,0,0,1270444,1
258,29,147827763.3,127539465,13457671,2,20160708,0,0,154,0,0,0,1270444,1
258,29,147827778.7,127539487,13457671,2,20160708,0,0,223,0,0,0,1270444,1
258,29,147827854.4,127539473,13457671,2,20160708,0,0,190,0,0,0,1270444,1
258,29,147827874.6,127539481,13457671,2,20160708,0,0,191,0,0,0,1270444,1
258,29,147827923.3,125890423,13246617,2,20160704,0,0,168,0,0,0,1191615,1
258,29,147827926.6,127539477,13457671,2,20160708,0,0,203,0,0,0,1270444,1
258,29,147827947,127539483,13457671,2,20160708,0,0,265,0,0,0,1270444,1
258,29,147827973.6,127539489,13457671,2,20160708,0,0,313,0,0,0,1270444,1
258,29,147828004.9,127539467,13457671,2,20160708,0,0,252,0,0,0,1270444,1
258,29,147828040.7,127539485,13457671,2,20160708,0,0,273,0,0,0,1270444,1
258,29,147828064.5,127539467,13457671,2,20160708,0,0,252,0,0,0,1270444,1
258,29,147828090.9,127539485,13457671,2,20160708,0,0,273,0,0,0,1270444,1
258,29,147828118.2,127539479,13457671,2,20160708,0,0,197,0,0,0,1270444,1
258,29,147828138,127539469,13457671,2,20160708,0,0,238,0,0,0,1270444,0
258,29,147828138.8,127539471,13457671,2,20160708,0,0,160,0,0,0,1270444,1
258,29,147828151,127539475,13457671,2,20160708,0,0,207,0,0,0,1270444,1
258,29,147828171.8,127539465,13457671,2,20160708,0,0,154,0,0,0,1270444,1
258,29,147828187.2,127539487,13457671,2,20160708,0,0,223,0,0,0,1270444,0
258,29,147828189.3,127539473,13457671,2,20160708,0,0,190,0,0,0,1270444,1
258,29,147828208.4,127539481,13457671,2,20160708,0,0,191,0,0,0,1270444,1
258,29,147828227.5,127539477,13457671,2,20160708,0,0,203,0,0,0,1270444,1
258,29,147828631.7,125890427,13246617,2,20160704,0,0,269,0,0,0,1191615,1
258,29,147828651.7,114313204,11839652,2,20151204,0,0,213,0,0,0,1191615,1
258,29,147828673.1,114313206,11839652,2,20151204,0,0,219,0,0,0,1191615,0
258,29,147828673.4,114313182,11839652,2,20151204,0,0,195,0,0,0,1191615,1
258,29,147833572.3,114313184,11839652,2,20151204,0,0,202,0,0,0,1191615,1
258,29,147833592.6,114313186,11839652,2,20151204,0,0,203,0,0,0,1191615,1
258,29,147833605.5,114313192,11839652,2,20151204,0,0,204,0,0,0,1191615,0
258,29,147833605.8,114313196,11839652,2,20151204,0,0,149,0,0,0,1191615,1
258,29,147833608.9,114313198,11839652,2,20151204,0,0,175,0,0,0,1191615,0
258,29,147833609.7,114313200,11839652,2,20151204,0,0,369,0,0,0,1191615,0
258,29,147833610.7,114313202,11839652,2,20151204,0,0,218,0,0,0,1191615,1
258,29,147833620,114313204,11839652,2,20151204,0,0,213,0,0,0,1191615,1
258,29,147833901.5,74916186,7405570,0,20131231,0,0,216,0,0,297,256681,1
258,29,147833923.3,70655484,6937096,0,20130924,0,0,164,0,0,18,100675,1
258,29,147833939.7,84097475,8467937,0,20140908,0,0,243,0,0,536,2792,1
258,29,147833964.1,2201204,220118,0,20080929,0,0,249,0,0,734,2527,1
258,29,147833989,93047068,9448110,0,20150113,0,0,259,0,0,27,4841286,1
258,29,147833992.3,111024452,11546116,9,20151030,0,0,202,0,0,0,5947658,1
258,29,147834013.1,111024448,11546116,9,20151030,0,0,250,0,0,0,13011,0
258,29,147834015,77349246,7685764,0,20140421,0,0,199,0,0,14,2454271,1
258,29,147834035,105587032,10999328,0,20150821,0,0,208,0,0,0,7018,1
258,29,147834055.9,104297704,10851126,0,20150717,0,0,180,0,0,0,1154611,0
258,29,147834056.5,59541361,5817871,0,20121022,0,0,246,0,0,297,256681,1
258,29,147834060.2,16501728,1543242,0,20120214,0,0,250,0,0,25,380832,1
258,29,147834085.6,3040374,292689,0,19021122,0,0,242,0,0,7,138,1
258,29,147834109.9,96133358,9780572,0,20150302,0,0,200,0,0,1,2839351,1
258,29,147834129.9,1131130,121434,0,19870710,0,0,232,0,0,7,5257,1
258,29,147834464.7,98335016,10045434,0,20150410,0,0,165,0,0,0,1654286,1
258,29,147834481.2,848090,97593,0,19841231,0,0,226,0,0,255,3855,1
258,29,147834711.1,14404803,1321194,0,20110101,0,0,221,0,0,14,256681,1
258,29,147835274.6,95250816,9690858,0,20150212,0,0,211,0,0,23,5351037,1
258,29,147835295.7,365344,54618,0,20071214,0,0,227,0,0,3,44,0
258,29,147835298.3,2795479,271624,0,20090122,0,0,231,0,0,297,166856,0
258,29,147835298.8,67765636,6633924,0,20130531,0,0,150,0,0,2038,164002,1
258,29,147835301.5,114313206,11839652,2,20151204,0,0,219,0,0,0,1191615,1
258,29,147835313.9,120128350,12525720,0,20160229,0,0,198,0,0,0,7633570,1
258,29,147835323.4,114313208,11839652,2,20151204,0,0,161,0,0,0,1191615,1
258,29,147835330.6,114313210,11839652,2,20151204,0,0,196,0,0,0,1191615,0
258,29,147835331.3,114313212,11839652,2,20151204,0,0,179,0,0,0,1191615,1
258,29,147835340.1,125890445,13246617,2,20160704,0,0,251,0,0,0,1191615,1
258,29,147835359.2,62847142,6168389,2,20121207,0,0,245,0,0,27,542,0
258,29,147835359.8,62847143,6168389,2,20121207,0,0,199,0,0,27,542,0
258,29,147835362,62847144,6168389,2,20121207,0,0,222,0,0,27,542,0
258,29,147835362.8,62847145,6168389,2,20121207,0,0,208,0,0,27,542,0
258,29,147835363.5,62847146,6168389,2,20121207,0,0,209,0,0,27,542,0
258,29,147835365.9,133661814,14238976,4,19580924,0,0,225,1,0,0,429675,1
258,29,147835531.8,62724015,6157080,4,20121205,0,0,233,1,0,7,429675,1
258,29,147835555.1,62724019,6157080,4,20121205,0,0,213,1,0,7,429675,1
258,29,147835558.3,8011850,739505,4,20101005,0,0,220,1,0,7,429675,0
258,29,147835560.8,62724017,6157080,4,20121205,0,0,178,1,0,7,429675,1
258,29,147835581.9,8011853,739505,4,20101005,0,0,190,1,0,7,429675,1
258,29,147835601.4,8011849,739505,4,20101005,0,0,223,1,0,7,429675,1
258,29,147835623.7,8011854,739505,4,20101005,0,0,230,1,0,7,429675,1
258,29,147835723.9,8011857,739505,4,20101005,0,0,197,1,0,7,429675,0
258,29,147835726.9,8011855,739505,4,20101005,0,0,217,1,0,7,429675,1
258,29,147835772,14616016,1345351,4,20110208,0,0,246,1,0,7,429675,1
258,29,147835785.4,8011852,739505,4,20101005,0,0,147,1,0,7,429675,0
258,29,147835786.3,13978270,1280615,4,20110927,0,0,257,1,0,764,429675,1
258,29,147835791.5,62724014,6157080,4,20121205,0,0,228,1,0,7,429675,1
258,29,147836692.6,122886138,12865076,28,20160415,0,0,183,0,0,0,1009000,0
258,29,147836952.4,102424694,10638828,0,20150619,0,0,320,0,0,0,10041,1
258,29,147836984.5,100258492,10265930,0,20150512,0,0,233,0,0,0,259729,1
258,29,147839185.2,121018004,12638852,0,20160320,0,0,191,0,0,0,4486020,1
258,29,147839204.7,125890431,13246617,0,20160704,0,0,179,0,0,0,1191615,1
258,29,147839222.7,83753452,8427724,0,20140819,0,0,190,0,0,7,5547189,1
258,29,147839241.7,118986142,12382986,0,20160211,0,0,224,0,0,0,3469,1
258,29,147839264.2,119305450,12425198,0,20160304,0,0,189,0,0,0,1191615,1
258,29,147839283.2,5835722,531349,0,20060219,0,0,205,0,0,720,15794,1
258,29,147839303.8,2124367,213284,0,20080916,0,0,234,0,0,1106,104,0
258,29,147839304.1,72717423,7152548,0,20131202,0,0,244,0,0,1130,4429712,1
258,29,147839355.9,109734566,11432416,0,20151007,0,0,172,0,0,0,4085529,1
258,29,147839367.1,102413044,10637614,0,20150629,0,0,211,0,0,0,102,1
258,29,147839375.8,60978718,5969396,0,20120927,0,0,225,0,0,7,564,1
258,29,147839398.4,125970403,13257143,0,20160603,0,0,189,0,0,0,4999707,1
258,29,147839406,129297218,13678754,0,20160727,0,0,195,0,0,0,2625,1
258,29,147839417,74401219,7347849,0,20140116,0,0,192,0,0,9099,5301430,1
258,29,147839434.9,121595532,12707770,0,20160325,0,0,202,0,0,0,9761322,1
258,29,147842801.9,132950130,14141638,2,20161028,0,2,324,0,0,0,13501,1
258,29,147842834.5,132950128,14141638,2,20161028,0,2,180,0,0,0,13501,1
258,29,147842852.6,132950108,14141638,2,20161028,0,2,173,0,0,0,13501,1
258,29,147842870,132950110,14141638,2,20161028,0,2,226,0,0,0,13501,1
258,29,147842892.7,132950112,14141638,2,20161028,0,2,228,0,0,0,13501,1
